Year,GP_Name,Driver,LapNumber,Undercut_Successful,Gap_To_Ahead,Rival_Tyre_Age,Pace_Delta,Pit_Aggressiveness,StationaryDuration,InLap_Sec,OutLap_Sec
2023,Hungary,HAM,49.0,0,34.85699999999997,25.0,1.0030000000000001,8.0,21.734,87.017,101.746
2023,Hungary,PIA,18.0,0,8.361000000000786,20.0,0.605000000000004,1.5,21.156,87.253,102.563
2023,Hungary,PIA,42.0,0,8.384000000000015,24.0,0.6980000000000075,1.0,21.984,87.242,102.043
2023,Hungary,RUS,28.0,0,5.57300000000032,11.0,1.605000000000004,-13.0,21.859,89.289,103.607
2023,Hungary,RUS,46.0,0,7.127999999999702,6.0,0.847999999999999,29.5,21.64,85.421,99.96
2023,Hungary,LEC,17.0,0,0.4580000000005384,19.0,-2.1469999999999914,0.5,28.452,87.426,109.137
2023,Hungary,LEC,43.0,1,1.8500000000003638,27.0,-0.2259999999999991,2.0,21.421,86.75,99.627
2023,Hungary,SAI,15.0,1,3.34900000000016,17.0,-0.04099999999999682,6.0,21.406,88.509,102.604
2023,Hungary,SAI,44.0,0,15.591999999999643,27.0,0.6240000000000094,3.0,22.03,87.67,102.939
2023,Hungary,ALO,20.0,0,4.52599999999984,22.0,0.5110000000000099,3.5,22.89,87.835,104.378
2023,Hungary,ALO,43.0,0,7.149999999999636,25.0,0.06699999999999307,2.0,24.093,87.63,103.982
2023,Hungary,STR,9.0,0,0.7569999999996071,11.0,-0.054000000000002046,0.0,21.937,88.932,102.58
2023,Hungary,STR,34.0,0,5.308999999999287,17.0,1.0019999999999953,-7.0,22.421,87.872,105.7
2023,Hungary,ALB,8.0,0,0.8840000000000146,7.0,-0.09300000000000352,-8.5,22.093,88.053,102.711
2023,Hungary,ALB,31.0,0,4.914000000000669,26.0,0.22100000000000364,-10.0,21.734,87.832,103.771
2023,Hungary,BOT,9.0,0,0.7150000000001455,8.0,-0.0800000000000125,-7.5,22.094,88.918,103.443
2023,Hungary,BOT,40.0,0,9.034999999999854,11.0,1.315000000000012,-1.0,23.406,88.159,105.01
2023,Hungary,RIC,18.0,0,0.8119999999998981,1.0,-17.680000000000007,1.5,21.984,88.95,104.503
2023,Hungary,RIC,29.0,0,0.6140000000004875,18.0,-0.28700000000000614,-12.0,22.187,88.347,102.809
2023,Hungary,HUL,16.0,0,5.1359999999995125,18.0,0.6009999999999991,-0.5,22.828,88.445,104.661
2023,Hungary,HUL,38.0,0,2.930000000000291,31.0,0.18000000000000682,-3.0,21.984,87.764,103.179
2023,Hungary,TSU,9.0,0,0.7600000000002183,8.0,-0.08199999999999363,0.0,26.156,88.862,108.197
2023,Hungary,TSU,44.0,0,2.555000000000291,13.0,2.955999999999989,3.0,21.156,89.888,102.64
2023,Hungary,ZHO,10.0,0,1.042000000000371,12.0,-3.0740000000000123,-6.5,29.171,88.185,109.938
2023,Hungary,ZHO,38.0,0,3.8599999999996726,24.0,0.2009999999999934,-3.0,22.843,88.435,106.894
2023,Hungary,MAG,14.0,0,3.199999999999818,13.0,0.3669999999999902,-2.5,22.718,88.329,104.286
2023,Hungary,MAG,41.0,0,3.030999999999949,14.0,3.263999999999996,0.0,22.172,89.197,103.525
2023,Hungary,SAR,13.0,0,1.3330000000005384,12.0,-0.284000000000006,-3.5,23.999,88.197,105.893
2023,Hungary,SAR,34.0,0,0.5789999999997235,22.0,-0.04600000000000648,-7.0,22.203,88.983,102.497
2023,Hungary,SAR,67.0,0,0.761000000000422,33.0,-0.060000000000002274,26.0,,103.777,
2023,Hungary,OCO,2.0,0,8.898000000000138,4.0,8.847999999999999,-14.5,,101.181,
2023,Hungary,GAS,1.0,0,,,,-8.0,,124.981,
2023,Belgium,VER,14.0,0,,,,6.0,22.906,117.166,123.986
2023,Belgium,VER,30.0,0,,,,6.0,23.0,115.882,123.585
2023,Belgium,PER,13.0,0,,,,5.0,23.687,117.632,126.242
2023,Belgium,PER,29.0,0,8.86999999999989,14.0,0.7520000000000095,5.0,22.687,116.724,124.522
2023,Belgium,LEC,13.0,0,3.6649999999999636,12.0,0.8089999999999975,5.0,23.218,117.485,125.902
2023,Belgium,LEC,28.0,0,6.782000000000153,14.0,-0.3340000000000032,4.0,23.172,115.953,123.881
2023,Belgium,HAM,12.0,0,4.1010000000005675,11.0,0.840999999999994,4.0,23.093,118.156,125.716
2023,Belgium,HAM,27.0,0,3.493000000000393,13.0,0.6099999999999994,3.0,23.047,116.092,123.721
2023,Belgium,HAM,42.0,0,2.889999999999418,13.0,-0.45599999999998886,34.0,23.156,115.22,129.564
2023,Belgium,ALO,10.0,0,8.430000000000291,9.0,-0.015999999999991132,-14.0,23.125,118.157,128.573
2023,Belgium,ALO,29.0,0,15.233999999999469,15.0,-3.0250000000000057,5.0,23.812,118.063,126.152
2023,Belgium,RUS,22.0,0,8.712999999999738,11.0,1.3210000000000122,-2.0,23.828,122.178,128.989
2023,Belgium,NOR,5.0,0,0.38100000000031287,4.0,1.6029999999999944,-19.0,24.984,120.43,129.109
2023,Belgium,NOR,17.0,0,0.8229999999994106,9.0,1.3160000000000025,0.0,23.75,118.917,126.244
2023,Belgium,OCO,6.0,0,1.029000000000451,5.0,0.3219999999999885,-2.0,23.078,120.088,126.224
2023,Belgium,OCO,25.0,0,0.5789999999997235,15.0,-4.233000000000004,1.0,23.343,117.52,125.354
2023,Belgium,STR,20.0,1,0.5,19.0,1.3340000000000032,-4.0,25.328,123.672,133.65
2023,Belgium,TSU,9.0,0,3.949000000000524,8.0,0.22500000000000853,-15.0,22.624,118.292,126.819
2023,Belgium,TSU,24.0,0,13.704999999999927,13.0,0.7379999999999995,0.0,22.749,117.947,126.716
2023,Belgium,GAS,23.0,0,12.610000000000582,12.0,0.2779999999999916,15.0,25.656,121.28,129.405
2023,Belgium,BOT,6.0,1,0.39500000000043656,5.0,-0.12999999999999545,-2.0,23.39,120.115,126.796
2023,Belgium,BOT,24.0,0,2.0,16.0,-4.686999999999998,0.0,23.813,118.044,124.853
2023,Belgium,ZHO,7.0,0,0.6400000000003274,6.0,0.30700000000000216,-1.0,24.422,119.727,127.212
2023,Belgium,ZHO,25.0,0,0.9409999999998035,18.0,-3.4279999999999973,1.0,24.031,117.989,126.229
2023,Belgium,ALB,7.0,1,2.7210000000004584,6.0,0.2819999999999965,-1.0,25.015,118.541,127.31
2023,Belgium,ALB,23.0,0,2.436999999999898,22.0,-6.742999999999995,-1.0,23.61,119.277,126.441
2023,Belgium,ALB,33.0,0,0.5469999999995707,9.0,1.2090000000000032,9.0,23.547,117.737,125.488
2023,Belgium,MAG,5.0,0,0.6899999999995998,4.0,0.054000000000002046,-3.0,23.64,119.429,126.556
2023,Belgium,MAG,25.0,0,3.6539999999995416,18.0,0.6370000000000005,1.0,23.499,118.299,125.615
2023,Belgium,RIC,5.0,0,0.7440000000005966,4.0,0.1799999999999926,-3.0,22.859,119.336,127.338
2023,Belgium,RIC,22.0,0,2.2940000000007785,16.0,1.328000000000003,-2.0,23.313,125.575,129.835
2023,Belgium,SAR,8.0,0,1.1330000000007203,7.0,-3.140999999999991,0.0,23.609,118.908,127.068
2023,Belgium,SAR,24.0,0,1.4879999999993743,1.0,-14.13600000000001,0.0,23.968,118.451,125.126
2023,Belgium,SAR,34.0,0,1.6850000000004002,8.0,2.049999999999997,10.0,23.14,117.484,124.478
2023,Belgium,HUL,12.0,0,5.55199999999968,11.0,0.4399999999999977,-12.0,24.563,119.37,127.044
2023,Belgium,HUL,24.0,0,2.2780000000002474,17.0,-1.2980000000000018,16.0,25.109,117.257,127.746
2023,Belgium,SAI,7.0,0,0.4290000000000873,6.0,1.203000000000003,-1.0,23.235,121.147,126.929
2023,Belgium,SAI,23.0,0,9.672999999999774,2.0,1.536999999999992,-1.0,,123.363,
2023,Netherlands,VER,2.0,0,,,,-39.5,20.062,109.972,108.658
2023,Netherlands,VER,11.0,1,4.055000000000291,9.0,-0.8850000000000051,-52.0,19.296,87.017,98.034
2023,Netherlands,VER,49.0,0,,,,7.5,18.687,78.531,92.004
2023,Netherlands,VER,61.0,0,,,,19.5,19.405,84.682,102.95
2023,Netherlands,VER,63.0,0,,,,0.0,20.422,92.568,145.016
2023,Netherlands,VER,64.0,0,,,,0.5,2483.315,145.016,
2023,Netherlands,GAS,1.0,0,,,,-40.5,28.687,103.893,114.457
2023,Netherlands,GAS,11.0,0,8.265999999999622,8.0,1.5260000000000105,-52.0,19.609,88.328,98.136
2023,Netherlands,GAS,46.0,0,2.4700000000002547,35.0,0.021000000000000796,4.5,25.483,79.173,99.375
2023,Netherlands,GAS,60.0,0,0.23099999999976717,20.0,-0.29699999999999704,18.5,20.515,80.355,100.395
2023,Netherlands,GAS,64.0,0,3.7819999999992433,5.0,-1.1609999999999872,1.0,2443.191,,
2023,Netherlands,PER,1.0,0,,,,-40.5,22.64,99.743,109.613
2023,Netherlands,PER,12.0,0,,,,-51.0,19.484,88.439,98.175
2023,Netherlands,PER,45.0,0,8.280000000000655,33.0,0.12899999999999068,3.5,18.781,78.655,93.107
2023,Netherlands,PER,60.0,0,10.453999999999724,11.0,0.2879999999999967,18.5,27.578,78.349,109.85
2023,Netherlands,PER,63.0,0,19.644000000000233,13.0,-19.825000000000003,0.0,2461.675,110.512,
2023,Netherlands,PER,64.0,0,0.49500000000080036,3.0,11.593999999999994,1.0,35.609,,
2023,Netherlands,ALO,2.0,1,0.5309999999999491,1.0,0.5390000000000015,-39.5,20.687,110.145,109.357
2023,Netherlands,ALO,10.0,1,1.8320000000003347,14.0,-0.6929999999999978,-53.0,20.124,88.333,100.065
2023,Netherlands,ALO,48.0,0,13.539999999999964,36.0,0.26599999999999113,6.5,25.155,79.319,98.405
2023,Netherlands,ALO,61.0,1,5.690000000000509,16.0,-3.9399999999999977,19.5,20.64,89.136,104.305
2023,Netherlands,ALO,64.0,0,33.31100000000151,14.0,7.510999999999996,1.0,2455.3,142.422,
2023,Netherlands,LEC,1.0,0,,,,-40.5,32.671,102.801,118.969
2023,Netherlands,LEC,11.0,0,5.135000000000218,8.0,-2.076999999999998,-52.0,27.234,90.892,107.2
2023,Netherlands,LEC,41.0,0,0.02400000000034197,23.0,0.4040000000000106,-0.5,,83.662,
2023,Netherlands,STR,4.0,0,0.8989999999998872,2.0,23.832000000000008,-37.5,20.015,114.041,103.905
2023,Netherlands,STR,9.0,0,0.3760000000002037,8.0,0.060000000000002274,-54.0,20.172,89.107,102.634
2023,Netherlands,STR,16.0,0,14.57800000000043,5.0,2.11399999999999,-25.5,19.609,113.704,127.606
2023,Netherlands,STR,34.0,0,1.7420000000001892,17.0,0.6670000000000016,-13.0,19.922,80.718,94.591
2023,Netherlands,STR,60.0,0,1.6270000000004075,22.0,0.009999999999990905,18.5,21.469,86.596,105.281
2023,Netherlands,STR,63.0,0,4.0,2.0,0.39400000000000546,0.0,2410.676,132.24,
2023,Netherlands,STR,64.0,0,7.1819999999988795,8.0,-0.4359999999999786,1.0,33.547,,
2023,Netherlands,MAG,1.0,0,,,,-40.5,31.39,111.944,118.312
2023,Netherlands,MAG,9.0,1,1.633999999999105,12.0,-0.9380000000000024,-54.0,20.265,89.039,102.023
2023,Netherlands,MAG,35.0,0,1.6189999999996871,24.0,-0.5429999999999922,-6.5,20.609,80.308,96.569
2023,Netherlands,MAG,60.0,0,6.546999999998661,11.0,1.2540000000000049,13.0,23.593,89.294,108.463
2023,Netherlands,MAG,63.0,0,1.4259999999994761,3.0,-1.2379999999999995,0.0,2394.801,145.291,
2023,Netherlands,MAG,64.0,0,5.428999999998268,4.0,4.002999999999986,1.0,30.656,,149.068
2023,Netherlands,TSU,1.0,0,,,,-40.5,32.312,106.869,118.845
2023,Netherlands,TSU,10.0,1,4.8309999999992215,8.0,-1.8769999999999953,-53.0,18.875,90.464,100.282
2023,Netherlands,TSU,60.0,0,9.489999999999782,13.0,2.1869999999999976,18.5,20.562,85.858,105.045
2023,Netherlands,TSU,63.0,0,9.174999999999272,1.0,-23.465999999999994,0.0,2414.848,132.676,
2023,Netherlands,TSU,64.0,0,20.296000000000276,2.0,11.120999999999981,1.0,34.827,,
2023,Netherlands,ALB,44.0,0,10.514000000000124,32.0,0.7319999999999993,2.5,19.703,79.87,94.284
2023,Netherlands,ALB,61.0,0,0.37300000000141154,21.0,-4.98299999999999,14.0,21.312,93.951,105.255
2023,Netherlands,ALB,63.0,0,4.225000000000364,6.0,22.766999999999996,0.0,2443.456,116.1,
2023,Netherlands,ALB,64.0,1,3.621999999999389,15.0,3.6899999999999977,1.0,39.187,,
2023,Netherlands,ZHO,1.0,0,,,,-40.5,23.062,105.469,112.606
2023,Netherlands,ZHO,10.0,0,6.231999999999971,7.0,1.8909999999999911,-53.0,20.234,89.135,104.703
2023,Netherlands,ZHO,37.0,0,1.7219999999997526,21.0,0.3689999999999998,-10.0,20.406,79.808,95.648
2023,Netherlands,ZHO,60.0,0,5.0679999999993015,49.0,-0.9919999999999902,18.5,21.421,84.048,105.85
2023,Netherlands,HUL,16.0,0,1.404000000000451,15.0,0.18300000000000693,-25.5,20.484,101.193,127.901
2023,Netherlands,HUL,48.0,0,0.680000000000291,4.0,1.5,1.0,19.718,80.979,93.698
2023,Netherlands,HUL,60.0,0,1.8260000000009313,25.0,-0.7109999999999985,18.5,23.625,85.354,107.71
2023,Netherlands,HUL,63.0,0,2.4660000000003492,7.0,-0.546999999999997,0.0,2410.645,131.99,
2023,Netherlands,HUL,64.0,0,2.2160000000003492,8.0,-0.25,1.0,32.859,,
2023,Netherlands,OCO,2.0,1,0.26599999999962165,1.0,0.2740000000000009,-39.5,22.625,116.975,110.095
2023,Netherlands,OCO,10.0,0,3.032000000000153,13.0,-0.5739999999999981,-53.0,19.937,89.44,99.291
2023,Netherlands,OCO,43.0,0,4.488000000000284,42.0,0.5400000000000063,1.5,19.141,80.543,93.0
2023,Netherlands,OCO,61.0,0,6.0679999999993015,16.0,0.1319999999999908,19.5,22.187,93.888,108.996
2023,Netherlands,OCO,63.0,0,6.244000000000597,7.0,26.86099999999999,-0.5,2432.176,121.555,
2023,Netherlands,OCO,64.0,0,4.531000000000859,8.0,-1.7129999999999939,1.0,37.093,,
2023,Netherlands,NOR,3.0,0,,,,-38.5,20.155,115.144,107.537
2023,Netherlands,NOR,10.0,0,5.730999999999767,8.0,-4.647000000000006,-53.0,20.39,88.506,98.11
2023,Netherlands,NOR,42.0,0,0.5090000000000146,31.0,0.12199999999999989,0.5,18.859,80.165,92.039
2023,Netherlands,NOR,60.0,1,0.6310000000012224,43.0,-1.7469999999999999,18.5,19.89,81.174,100.285
2023,Netherlands,NOR,63.0,0,5.255000000001019,8.0,0.4210000000000065,0.0,2443.191,111.321,
2023,Netherlands,NOR,64.0,0,17.868000000000393,9.0,12.613,1.0,44.234,,
2023,Netherlands,LAW,1.0,0,,,,-40.5,42.671,110.452,129.963
2023,Netherlands,LAW,10.0,0,2.7070000000003347,6.0,3.0250000000000057,-53.0,30.843,90.194,110.916
2023,Netherlands,LAW,17.0,0,10.39599999999973,1.0,-13.027999999999992,-24.5,19.578,114.595,109.796
2023,Netherlands,LAW,46.0,0,1.7130000000006476,8.0,1.882000000000005,-1.0,19.202,80.281,93.458
2023,Netherlands,LAW,59.0,0,5.363999999999578,11.0,-0.9140000000000015,17.5,19.328,79.266,100.943
2023,Netherlands,LAW,63.0,0,9.630000000001019,3.0,2.3400000000000034,0.0,2396.317,141.288,
2023,Netherlands,LAW,64.0,0,13.986000000000786,4.0,4.356000000000023,1.0,31.343,,
2023,Netherlands,HAM,3.0,0,3.8029999999998836,1.0,4.736999999999995,-44.0,20.187,119.015,103.298
2023,Netherlands,HAM,9.0,0,17.842999999999847,5.0,-0.9450000000000074,-54.0,20.077,88.443,99.738
2023,Netherlands,HAM,45.0,0,0.40599999999994907,34.0,-0.0799999999999983,3.5,19.343,79.832,92.479
2023,Netherlands,HAM,60.0,1,4.382999999999811,15.0,1.1869999999999976,18.5,20.718,79.871,100.266
2023,Netherlands,HAM,64.0,0,4.361000000000786,18.0,-1.5720000000000027,1.0,2431.113,,
2023,Netherlands,SAI,2.0,0,0.4099999999998545,1.0,0.41800000000000637,-39.5,20.984,113.117,108.225
2023,Netherlands,SAI,10.0,0,5.717999999999847,7.0,0.8310000000000031,-53.0,19.515,88.581,98.827
2023,Netherlands,SAI,41.0,0,3.78899999999976,29.0,0.6530000000000058,-0.5,19.422,79.511,93.523
2023,Netherlands,SAI,60.0,0,9.130999999999403,13.0,1.1299999999999955,18.5,19.828,81.844,100.849
2023,Netherlands,SAI,64.0,0,3.2149999999983265,9.0,-10.232,1.0,2443.113,,
2023,Netherlands,RUS,4.0,0,1.4659999999998945,2.0,16.983999999999995,-37.5,20.875,109.781,107.148
2023,Netherlands,RUS,10.0,0,1.7609999999995125,6.0,-3.8329999999999984,-53.0,20.172,89.137,98.867
2023,Netherlands,RUS,16.0,1,3.3079999999999927,5.0,-1.066999999999993,-25.5,19.625,107.894,126.262
2023,Netherlands,RUS,60.0,1,1.3279999999995198,16.0,1.5379999999999967,0.0,24.031,82.707,103.611
2023,Netherlands,RUS,63.0,0,0.06799999999930151,6.0,-22.701999999999998,0.0,2446.222,112.41,
2023,Netherlands,RUS,64.0,0,5.381999999999607,7.0,1.0889999999999986,1.0,39.843,,
2023,Netherlands,RUS,67.0,0,0.6680000000014843,3.0,2.772999999999996,4.0,22.39,112.753,107.369
2023,Netherlands,BOT,16.0,0,0.2969999999995707,4.0,-0.5139999999999958,-25.5,20.234,101.521,127.765
2023,Netherlands,BOT,47.0,0,2.67699999999968,7.0,1.759999999999991,0.0,20.218,79.539,94.072
2023,Netherlands,BOT,59.0,1,1.0519999999996799,23.0,-0.5649999999999977,17.5,19.687,80.755,99.356
2023,Netherlands,BOT,63.0,0,1.451999999999316,5.0,0.16599999999999682,0.0,2405.114,136.932,
2023,Netherlands,BOT,64.0,0,6.394000000000233,6.0,4.941999999999979,1.0,32.405,,
2023,Netherlands,PIA,15.0,0,0.07699999999931606,5.0,-1.7160000000000082,-26.5,19.109,82.705,119.213
2023,Netherlands,PIA,46.0,0,2.2510000000002037,35.0,0.05100000000000193,4.5,19.156,80.841,93.49
2023,Netherlands,PIA,60.0,0,1.1700000000000728,20.0,-0.3119999999999976,13.0,22.374,85.702,102.667
2023,Netherlands,PIA,63.0,0,3.433999999999287,14.0,-0.41799999999999216,0.0,2434.723,123.268,
2023,Netherlands,PIA,64.0,0,10.670000000000073,7.0,7.168000000000006,1.0,38.437,,
2023,Italy,VER,20.0,0,,,,0.0,24.281,90.849,105.66
2023,Italy,GAS,10.0,0,0.6530000000002474,9.0,-0.030000000000001137,-10.0,27.375,92.034,110.17
2023,Italy,GAS,31.0,0,1.7730000000001382,21.0,-0.11700000000000443,-2.0,24.672,92.204,106.72
2023,Italy,PER,21.0,0,2.1690000000007785,20.0,-4.340000000000003,1.0,23.843,90.934,105.228
2023,Italy,ALO,21.0,0,2.7340000000003783,23.0,0.45400000000000773,1.0,24.828,92.377,107.272
2023,Italy,LEC,20.0,0,5.71599999999944,19.0,1.2639999999999958,0.0,23.89,91.155,105.842
2023,Italy,STR,20.0,0,1.9029999999993379,19.0,-0.16599999999999682,0.0,25.687,93.026,108.851
2023,Italy,SAR,14.0,0,0.6259999999992942,16.0,-0.20999999999999375,-6.0,24.703,93.074,107.389
2023,Italy,MAG,12.0,0,5.518000000000029,11.0,-3.394999999999996,-21.0,24.688,93.273,108.424
2023,Italy,MAG,33.0,0,6.943000000000211,16.0,0.7240000000000038,13.0,24.781,93.158,107.333
2023,Italy,ALB,15.0,0,5.971999999999753,14.0,0.27200000000000557,-5.0,24.343,92.301,107.605
2023,Italy,ZHO,11.0,0,0.49399999999968713,13.0,-0.3190000000000026,-9.0,24.39,92.187,107.237
2023,Italy,ZHO,33.0,0,2.3209999999999127,22.0,0.32399999999999807,0.0,25.922,92.052,107.962
2023,Italy,HUL,14.0,0,4.337000000000444,13.0,0.8509999999999991,-6.0,26.078,92.658,109.615
2023,Italy,HUL,39.0,0,1.5539999999982683,22.0,2.066999999999993,6.0,24.328,92.506,106.37
2023,Italy,OCO,24.0,0,2.0799999999999272,11.0,2.561000000000007,4.0,24.235,93.499,107.378
2023,Italy,OCO,39.0,0,7.056000000000495,29.0,-1.8900000000000006,6.0,,106.604,
2023,Italy,NOR,22.0,1,0.8289999999997235,21.0,0.13100000000000023,2.0,23.703,91.647,106.282
2023,Italy,LAW,13.0,0,2.696000000000822,12.0,0.2920000000000016,-7.0,24.406,92.053,107.344
2023,Italy,LAW,33.0,0,5.201000000000022,14.0,0.7489999999999952,0.0,24.281,91.843,106.71
2023,Italy,HAM,27.0,0,3.4160000000001673,6.0,1.6209999999999951,-6.0,24.234,93.228,105.978
2023,Italy,SAI,19.0,0,3.8220000000001164,18.0,1.2390000000000043,-1.0,25.172,91.912,106.762
2023,Italy,RUS,19.0,0,1.5509999999994761,18.0,0.617999999999995,-1.0,24.141,91.885,105.31
2023,Italy,BOT,25.0,0,5.427000000000589,8.0,1.350999999999999,-8.0,24.656,92.814,106.575
2023,Italy,PIA,23.0,0,,,,3.0,24.14,91.866,106.854
2023,Italy,PIA,41.0,0,0.9529999999995198,22.0,0.09199999999999875,8.0,31.797,94.52,113.593
2023,Singapore,VER,40.0,0,10.643000000000029,19.0,1.7250000000000085,-3.0,29.671,108.808,119.248
2023,Singapore,GAS,20.0,0,0.5090000000000146,19.0,-0.03499999999999659,0.0,31.797,128.721,
2023,Singapore,PER,39.0,0,8.96599999999944,38.0,0.7109999999999985,-4.0,28.984,113.087,119.337
2023,Singapore,ALO,20.0,0,3.6030000000000655,19.0,0.9519999999999982,0.0,30.64,124.3,
2023,Singapore,ALO,44.0,0,33.61800000000039,23.0,10.183000000000007,1.0,52.593,144.76,146.081
2023,Singapore,LEC,20.0,0,4.397999999999229,19.0,1.2070000000000078,9.0,32.891,121.624,
2023,Singapore,SAR,19.0,0,3.626999999999498,18.0,0.6209999999999951,-1.0,63.515,149.645,
2023,Singapore,SAR,43.0,0,10.885000000000218,2.0,2.88900000000001,0.0,31.015,128.408,
2023,Singapore,MAG,20.0,0,4.597999999999956,19.0,0.2610000000000099,0.0,31.437,126.536,
2023,Singapore,MAG,43.0,0,5.942000000000007,22.0,0.5310000000000059,0.0,32.953,126.002,
2023,Singapore,ALB,20.0,0,1.511000000000422,19.0,-0.14799999999999613,0.0,30.125,128.599,
2023,Singapore,ALB,43.0,0,0.6390000000001237,22.0,0.11400000000000432,0.0,29.781,120.929,
2023,Singapore,ZHO,2.0,0,0.3429999999998472,1.0,0.3430000000000035,-9.0,30.0,109.969,122.716
2023,Singapore,ZHO,20.0,0,15.447000000000116,19.0,-0.10200000000000387,-23.0,30.687,136.694,
2023,Singapore,HUL,20.0,0,0.9220000000004802,19.0,0.08899999999999864,0.0,35.484,128.679,
2023,Singapore,OCO,20.0,0,1.6809999999995853,19.0,0.14399999999999125,0.0,29.734,125.887,
2023,Singapore,NOR,20.0,0,1.1419999999998254,19.0,-0.11599999999999966,0.0,29.469,121.158,
2023,Singapore,LAW,20.0,0,2.048999999999978,19.0,0.22499999999999432,0.0,32.328,128.455,
2023,Singapore,HAM,20.0,0,1.83600000000024,19.0,-0.48599999999999,0.0,32.609,121.815,
2023,Singapore,HAM,44.0,0,0.8649999999997817,23.0,-0.26900000000000546,1.0,33.562,145.716,133.606
2023,Singapore,SAI,20.0,0,,,,0.0,29.531,116.824,
2023,Singapore,RUS,20.0,0,1.998000000000502,22.0,-0.2400000000000091,0.0,29.969,120.405,
2023,Singapore,RUS,44.0,0,0.907999999999447,23.0,0.23399999999999466,1.0,30.047,144.887,131.669
2023,Singapore,BOT,40.0,0,3.3190000000004147,19.0,0.125,-3.0,30.5,110.101,120.751
2023,Singapore,PIA,20.0,0,1.063999999999396,19.0,-0.08199999999999363,0.0,29.265,128.998,
2023,Japan,VER,16.0,0,,,,-1.0,24.297,101.172,118.025
2023,Japan,VER,37.0,0,,,,20.0,23.672,100.264,116.078
2023,Japan,NOR,17.0,0,8.061000000000604,16.0,-1.945999999999998,0.0,23.531,101.24,118.123
2023,Japan,NOR,36.0,0,15.509000000000015,19.0,0.07200000000000273,5.0,23.202,100.106,116.781
2023,Japan,PIA,13.0,0,4.5460000000002765,12.0,0.5020000000000095,-4.0,24.374,101.4,133.847
2023,Japan,PIA,35.0,0,5.695999999999913,17.0,0.11400000000000432,4.0,23.093,100.575,117.096
2023,Japan,LEC,17.0,0,2.125,16.0,0.42199999999999704,0.0,23.062,101.825,117.256
2023,Japan,LEC,34.0,0,4.318000000000211,20.0,0.19700000000000273,17.0,22.827,101.129,115.831
2023,Japan,HAM,16.0,0,2.1190000000005966,15.0,-0.3429999999999893,-1.0,24.828,103.793,119.054
2023,Japan,HAM,34.0,0,3.6520000000000437,15.0,-0.257000000000005,3.0,23.547,100.853,115.716
2023,Japan,SAI,18.0,0,1.6480000000001382,17.0,-1.691999999999993,1.0,22.952,101.804,117.366
2023,Japan,SAI,38.0,0,28.3149999999996,21.0,-1.1659999999999968,21.0,23.281,101.42,116.164
2023,Japan,RUS,24.0,0,8.886000000000422,7.0,1.7169999999999987,7.0,23.922,101.402,118.114
2023,Japan,ALO,11.0,0,2.0130000000008295,10.0,0.2560000000000002,0.5,24.016,102.32,118.522
2023,Japan,ALO,25.0,1,0.3739999999997963,23.0,-0.722999999999999,-6.0,24.14,103.68,116.635
2023,Japan,OCO,1.0,0,,,,-16.0,26.968,161.813,144.519
2023,Japan,OCO,28.0,0,6.59900000000016,3.0,2.8359999999999985,-3.0,23.719,102.901,117.871
2023,Japan,GAS,18.0,0,3.9450000000006185,4.0,1.3629999999999995,1.0,24.373,102.948,119.628
2023,Japan,GAS,34.0,0,15.576000000000022,9.0,0.7199999999999989,3.0,24.578,101.378,118.774
2023,Japan,LAW,10.0,0,2.024999999999636,9.0,0.47800000000000864,-0.5,23.031,102.431,118.568
2023,Japan,LAW,25.0,0,2.2489999999997963,15.0,-0.6430000000000007,8.0,23.578,102.855,118.827
2023,Japan,TSU,9.0,1,1.6890000000003056,8.0,0.30399999999998784,-1.5,22.797,102.396,117.38
2023,Japan,TSU,30.0,0,1.4769999999998618,4.0,2.469999999999999,13.0,23.265,102.697,118.908
2023,Japan,ZHO,1.0,0,,,,-9.5,40.952,150.466,
2023,Japan,ZHO,10.0,1,1.9949999999998909,7.0,0.4490000000000123,-0.5,24.077,103.013,118.22
2023,Japan,ZHO,29.0,0,4.845000000000255,3.0,3.060999999999993,18.5,24.046,102.733,118.128
2023,Japan,HUL,8.0,0,0.8659999999999854,7.0,0.15699999999999648,-2.5,23.484,102.501,119.085
2023,Japan,HUL,21.0,0,0.013999999999214197,6.0,-2.7180000000000035,4.0,23.562,102.637,120.084
2023,Japan,HUL,37.0,0,3.367000000000189,2.0,3.5900000000000034,6.0,23.343,101.42,118.934
2023,Japan,MAG,12.0,0,0.9269999999996799,10.0,1.2169999999999987,-5.0,23.734,122.936,138.051
2023,Japan,MAG,31.0,0,2.0830000000005384,5.0,2.3029999999999973,0.0,23.765,102.504,118.476
2023,Japan,ALB,1.0,0,,,,-16.0,49.968,145.855,
2023,Japan,ALB,13.0,0,7.192000000000007,11.0,1.7279999999999944,-4.0,52.109,110.904,148.318
2023,Japan,ALB,26.0,0,10.389000000000124,4.0,1.698999999999998,15.5,,108.437,
2023,Japan,SAR,2.0,0,1.1539999999999964,1.0,1.358000000000004,-15.0,32.656,,
2023,Japan,SAR,5.0,0,0.6419999999998254,2.0,,-12.0,43.796,104.961,139.442
2023,Japan,SAR,21.0,0,7.248999999999796,7.0,1.0700000000000074,4.0,35.093,103.371,137.039
2023,Japan,SAR,22.0,0,10.199000000000524,8.0,2.9499999999999886,-9.0,,137.039,
