Driver,LapNumber,Gap_To_Ahead,TyreAge_In,OldCompound,NewCompound,StationaryDuration,InLap_Sec,OutLap_Sec,Is_Traffic,Undercut_Successful,Year,GP_Name
STR,20.0,0.5,20.0,MEDIUM,SOFT,25.328,123.672,133.65,0,1,2023,Belgian Grand Prix
TSU,9.0,3.949,9.0,MEDIUM,MEDIUM,22.624,118.292,126.819,0,0,2023,Belgian Grand Prix
TSU,24.0,13.705,15.0,MEDIUM,SOFT,22.749,117.947,126.716,0,0,2023,Belgian Grand Prix
GAS,23.0,12.61,23.0,SOFT,MEDIUM,25.656,121.28,129.405,0,0,2023,Belgian Grand Prix
BOT,6.0,0.395,6.0,SOFT,MEDIUM,23.39,120.115,126.796,0,1,2023,Belgian Grand Prix
BOT,24.0,2.0,18.0,MEDIUM,MEDIUM,23.813,118.044,124.853,0,0,2023,Belgian Grand Prix
ZHO,7.0,0.64,7.0,SOFT,MEDIUM,24.422,119.727,127.212,0,0,2023,Belgian Grand Prix
ZHO,25.0,0.941,18.0,MEDIUM,SOFT,24.031,117.989,126.229,0,0,2023,Belgian Grand Prix
ALB,7.0,2.721,7.0,SOFT,MEDIUM,25.015,118.541,127.31,0,1,2023,Belgian Grand Prix
ALB,23.0,2.437,16.0,MEDIUM,MEDIUM,23.61,119.277,126.441,0,0,2023,Belgian Grand Prix
ALB,33.0,0.547,10.0,MEDIUM,SOFT,23.547,117.737,125.488,0,0,2023,Belgian Grand Prix
MAG,5.0,0.69,5.0,SOFT,MEDIUM,23.64,119.429,126.556,0,1,2023,Belgian Grand Prix
MAG,25.0,3.654,20.0,MEDIUM,MEDIUM,23.499,118.299,125.615,0,0,2023,Belgian Grand Prix
RIC,5.0,0.744,5.0,SOFT,MEDIUM,22.859,119.336,127.338,0,0,2023,Belgian Grand Prix
RIC,22.0,2.294,17.0,MEDIUM,MEDIUM,23.313,125.575,129.835,0,0,2023,Belgian Grand Prix
SAR,8.0,1.133,8.0,SOFT,MEDIUM,23.609,118.908,127.068,0,0,2023,Belgian Grand Prix
SAR,24.0,1.488,16.0,MEDIUM,MEDIUM,23.968,118.451,125.126,0,0,2023,Belgian Grand Prix
SAR,34.0,1.685,10.0,MEDIUM,SOFT,23.14,117.484,124.478,0,0,2023,Belgian Grand Prix
HUL,12.0,5.552,12.0,MEDIUM,SOFT,24.563,119.37,127.044,0,0,2023,Belgian Grand Prix
HUL,24.0,2.278,12.0,SOFT,SOFT,25.109,117.257,127.746,0,0,2023,Belgian Grand Prix
SAI,7.0,0.429,7.0,SOFT,MEDIUM,23.235,121.147,126.929,0,0,2023,Belgian Grand Prix
VER,2.0,0.0,2.0,SOFT,INTERMEDIATE,20.062,109.972,108.658,0,0,2023,Dutch Grand Prix
VER,11.0,4.055,9.0,INTERMEDIATE,SOFT,19.296,87.017,98.034,0,1,2023,Dutch Grand Prix
VER,49.0,0.0,38.0,SOFT,SOFT,18.687,78.531,92.004,0,0,2023,Dutch Grand Prix
VER,61.0,0.0,13.0,SOFT,INTERMEDIATE,19.405,84.682,102.95,0,0,2023,Dutch Grand Prix
VER,63.0,0.0,14.0,INTERMEDIATE,WET,20.422,92.568,145.016,0,0,2023,Dutch Grand Prix
GAS,11.0,8.266,16.0,INTERMEDIATE,SOFT,19.609,88.328,98.136,0,0,2023,Dutch Grand Prix
GAS,46.0,2.4699999999999998,35.0,SOFT,SOFT,25.483,79.173,99.375,0,0,2023,Dutch Grand Prix
GAS,60.0,0.231,14.0,SOFT,INTERMEDIATE,20.515,80.355,100.395,0,1,2023,Dutch Grand Prix
PER,12.0,0.0,11.0,INTERMEDIATE,SOFT,19.484,88.439,98.175,0,0,2023,Dutch Grand Prix
PER,45.0,8.28,33.0,SOFT,SOFT,18.781,78.655,93.107,0,0,2023,Dutch Grand Prix
PER,60.0,10.454,16.0,SOFT,INTERMEDIATE,27.578,78.349,109.85,0,0,2023,Dutch Grand Prix
ALO,2.0,0.531,2.0,SOFT,INTERMEDIATE,20.687,110.145,109.357,0,1,2023,Dutch Grand Prix
ALO,10.0,1.8319999999999999,8.0,INTERMEDIATE,SOFT,20.124,88.333,100.065,0,1,2023,Dutch Grand Prix
ALO,48.0,13.54,38.0,SOFT,SOFT,25.155,79.319,98.405,0,0,2023,Dutch Grand Prix
ALO,61.0,5.6899999999999995,15.0,SOFT,INTERMEDIATE,20.64,89.136,104.305,0,1,2023,Dutch Grand Prix
LEC,11.0,5.135,10.0,INTERMEDIATE,SOFT,27.234,90.892,107.2,0,0,2023,Dutch Grand Prix
STR,4.0,0.899,4.0,SOFT,INTERMEDIATE,20.015,114.041,103.905,0,0,2023,Dutch Grand Prix
STR,9.0,0.376,5.0,INTERMEDIATE,SOFT,20.172,89.107,102.634,0,0,2023,Dutch Grand Prix
STR,16.0,14.578,7.0,SOFT,MEDIUM,19.609,113.704,127.606,0,0,2023,Dutch Grand Prix
STR,34.0,1.742,18.0,MEDIUM,SOFT,19.922,80.718,94.591,0,0,2023,Dutch Grand Prix
STR,60.0,1.627,26.0,SOFT,INTERMEDIATE,21.469,86.596,105.281,0,0,2023,Dutch Grand Prix
MAG,9.0,1.634,8.0,INTERMEDIATE,SOFT,20.265,89.039,102.023,0,1,2023,Dutch Grand Prix
MAG,35.0,1.619,26.0,SOFT,MEDIUM,20.609,80.308,96.569,0,0,2023,Dutch Grand Prix
MAG,60.0,6.547,25.0,MEDIUM,INTERMEDIATE,23.593,89.294,108.463,0,0,2023,Dutch Grand Prix
TSU,10.0,4.8309999999999995,14.0,INTERMEDIATE,SOFT,18.875,90.464,100.282,0,1,2023,Dutch Grand Prix
TSU,60.0,9.49,50.0,SOFT,INTERMEDIATE,20.562,85.858,105.045,0,0,2023,Dutch Grand Prix
ALB,44.0,10.514,44.0,SOFT,MEDIUM,19.703,79.87,94.284,0,0,2023,Dutch Grand Prix
ALB,61.0,0.373,17.0,MEDIUM,INTERMEDIATE,21.312,93.951,105.255,0,0,2023,Dutch Grand Prix
ZHO,10.0,6.232,9.0,INTERMEDIATE,MEDIUM,20.234,89.135,104.703,0,0,2023,Dutch Grand Prix
ZHO,37.0,1.722,27.0,MEDIUM,SOFT,20.406,79.808,95.648,0,0,2023,Dutch Grand Prix
ZHO,60.0,5.068,23.0,SOFT,INTERMEDIATE,21.421,84.048,105.85,0,0,2023,Dutch Grand Prix
HUL,16.0,1.404,16.0,SOFT,MEDIUM,20.484,101.193,127.901,0,0,2023,Dutch Grand Prix
HUL,48.0,0.68,32.0,MEDIUM,SOFT,19.718,80.979,93.698,0,0,2023,Dutch Grand Prix
HUL,60.0,1.826,12.0,SOFT,INTERMEDIATE,23.625,85.354,107.71,0,0,2023,Dutch Grand Prix
OCO,2.0,0.266,2.0,SOFT,INTERMEDIATE,22.625,116.975,110.095,0,1,2023,Dutch Grand Prix
OCO,10.0,3.032,8.0,INTERMEDIATE,SOFT,19.937,89.44,99.291,0,0,2023,Dutch Grand Prix
OCO,43.0,4.4879999999999995,33.0,SOFT,SOFT,19.141,80.543,93.0,0,0,2023,Dutch Grand Prix
OCO,61.0,6.068,18.0,SOFT,WET,22.187,93.888,108.996,0,0,2023,Dutch Grand Prix
NOR,3.0,0.0,3.0,SOFT,INTERMEDIATE,20.155,115.144,107.537,0,0,2023,Dutch Grand Prix
NOR,10.0,5.731,7.0,INTERMEDIATE,SOFT,20.39,88.506,98.11,0,0,2023,Dutch Grand Prix
NOR,42.0,0.509,33.0,SOFT,SOFT,18.859,80.165,92.039,0,0,2023,Dutch Grand Prix
NOR,60.0,0.631,21.0,SOFT,INTERMEDIATE,19.89,81.174,100.285,0,1,2023,Dutch Grand Prix
LAW,10.0,2.707,14.0,INTERMEDIATE,SOFT,30.843,90.194,110.916,0,0,2023,Dutch Grand Prix
LAW,17.0,10.396,7.0,SOFT,MEDIUM,19.578,114.595,109.796,0,0,2023,Dutch Grand Prix
LAW,46.0,1.713,29.0,MEDIUM,SOFT,19.202,80.281,93.458,0,0,2023,Dutch Grand Prix
LAW,59.0,5.364,13.0,SOFT,INTERMEDIATE,19.328,79.266,100.943,0,0,2023,Dutch Grand Prix
HAM,3.0,3.803,3.0,MEDIUM,INTERMEDIATE,20.187,119.015,103.298,0,0,2023,Dutch Grand Prix
HAM,9.0,17.843,6.0,INTERMEDIATE,SOFT,20.077,88.443,99.738,0,0,2023,Dutch Grand Prix
HAM,45.0,0.406,36.0,SOFT,SOFT,19.343,79.832,92.479,0,0,2023,Dutch Grand Prix
HAM,60.0,4.383,15.0,SOFT,INTERMEDIATE,20.718,79.871,100.266,0,1,2023,Dutch Grand Prix
SAI,2.0,0.41,2.0,SOFT,INTERMEDIATE,20.984,113.117,108.225,0,0,2023,Dutch Grand Prix
SAI,10.0,5.718,8.0,INTERMEDIATE,SOFT,19.515,88.581,98.827,0,0,2023,Dutch Grand Prix
SAI,41.0,3.789,31.0,SOFT,SOFT,19.422,79.511,93.523,0,1,2023,Dutch Grand Prix
SAI,60.0,9.131,21.0,SOFT,INTERMEDIATE,19.828,81.844,100.849,0,0,2023,Dutch Grand Prix
RUS,4.0,1.466,4.0,SOFT,INTERMEDIATE,20.875,109.781,107.148,0,0,2023,Dutch Grand Prix
RUS,10.0,1.7610000000000001,6.0,INTERMEDIATE,SOFT,20.172,89.137,98.867,0,0,2023,Dutch Grand Prix
RUS,16.0,3.308,6.0,SOFT,HARD,19.625,107.894,126.262,0,1,2023,Dutch Grand Prix
RUS,60.0,1.328,44.0,HARD,INTERMEDIATE,24.031,82.707,103.611,0,1,2023,Dutch Grand Prix
RUS,67.0,0.668,9.0,INTERMEDIATE,INTERMEDIATE,22.39,112.753,107.369,0,0,2023,Dutch Grand Prix
BOT,16.0,0.297,16.0,SOFT,MEDIUM,20.234,101.521,127.765,0,0,2023,Dutch Grand Prix
BOT,47.0,2.677,31.0,MEDIUM,SOFT,20.218,79.539,94.072,0,0,2023,Dutch Grand Prix
BOT,59.0,1.052,12.0,SOFT,INTERMEDIATE,19.687,80.755,99.356,0,1,2023,Dutch Grand Prix
PIA,15.0,0.077,15.0,SOFT,SOFT,19.109,82.705,119.213,0,0,2023,Dutch Grand Prix
PIA,46.0,2.251,31.0,SOFT,MEDIUM,19.156,80.841,93.49,0,0,2023,Dutch Grand Prix
PIA,60.0,1.17,14.0,MEDIUM,INTERMEDIATE,22.374,85.702,102.667,0,0,2023,Dutch Grand Prix
VER,20.0,0.0,20.0,MEDIUM,HARD,24.281,90.849,105.66,0,0,2023,Italian Grand Prix
GAS,10.0,0.653,10.0,MEDIUM,HARD,27.375,92.034,110.17,0,0,2023,Italian Grand Prix
GAS,31.0,1.7730000000000001,24.0,HARD,MEDIUM,24.672,92.204,106.72,0,0,2023,Italian Grand Prix
PER,21.0,2.169,21.0,MEDIUM,HARD,23.843,90.934,105.228,0,0,2023,Italian Grand Prix
ALO,21.0,2.734,21.0,MEDIUM,HARD,24.828,92.377,107.272,0,1,2023,Italian Grand Prix
LEC,20.0,5.716,20.0,MEDIUM,HARD,23.89,91.155,105.842,0,0,2023,Italian Grand Prix
STR,20.0,1.903,20.0,MEDIUM,HARD,25.687,93.026,108.851,0,1,2023,Italian Grand Prix
SAR,14.0,0.626,17.0,MEDIUM,HARD,24.703,93.074,107.389,0,0,2023,Italian Grand Prix
MAG,12.0,5.518,16.0,HARD,MEDIUM,24.688,93.273,108.424,0,0,2023,Italian Grand Prix
MAG,33.0,6.943,21.0,MEDIUM,MEDIUM,24.781,93.158,107.333,0,0,2023,Italian Grand Prix
ALB,15.0,5.9719999999999995,18.0,MEDIUM,HARD,24.343,92.301,107.605,0,0,2023,Italian Grand Prix
ZHO,11.0,0.494,11.0,MEDIUM,HARD,24.39,92.187,107.237,0,0,2023,Italian Grand Prix
ZHO,33.0,2.321,25.0,HARD,MEDIUM,25.922,92.052,107.962,0,0,2023,Italian Grand Prix
HUL,14.0,4.337,17.0,MEDIUM,HARD,26.078,92.658,109.615,0,0,2023,Italian Grand Prix
HUL,39.0,1.554,30.0,HARD,MEDIUM,24.328,92.506,106.37,0,0,2023,Italian Grand Prix
OCO,24.0,2.08,24.0,MEDIUM,HARD,24.235,93.499,107.378,0,0,2023,Italian Grand Prix
NOR,22.0,0.829,22.0,MEDIUM,HARD,23.703,91.647,106.282,0,1,2023,Italian Grand Prix
LAW,13.0,2.6959999999999997,16.0,MEDIUM,HARD,24.406,92.053,107.344,0,0,2023,Italian Grand Prix
LAW,33.0,5.201,23.0,HARD,MEDIUM,24.281,91.843,106.71,0,0,2023,Italian Grand Prix
HAM,27.0,3.416,30.0,HARD,MEDIUM,24.234,93.228,105.978,0,0,2023,Italian Grand Prix
SAI,19.0,3.822,19.0,MEDIUM,HARD,25.172,91.912,106.762,0,0,2023,Italian Grand Prix
RUS,19.0,1.5510000000000002,19.0,MEDIUM,HARD,24.141,91.885,105.31,0,0,2023,Italian Grand Prix
BOT,25.0,5.427,28.0,HARD,MEDIUM,24.656,92.814,106.575,0,0,2023,Italian Grand Prix
PIA,23.0,0.0,23.0,MEDIUM,HARD,24.14,91.866,106.854,0,0,2023,Italian Grand Prix
PIA,41.0,0.953,23.0,HARD,MEDIUM,31.797,94.52,113.593,0,0,2023,Italian Grand Prix
VER,40.0,10.643,40.0,HARD,MEDIUM,29.671,108.808,119.248,0,0,2023,Singapore Grand Prix
PER,39.0,8.966,39.0,HARD,MEDIUM,28.984,113.087,119.337,0,0,2023,Singapore Grand Prix
ALO,44.0,33.618,24.0,HARD,SOFT,52.593,144.76,146.081,0,0,2023,Singapore Grand Prix
ZHO,2.0,0.343,2.0,SOFT,HARD,30.0,109.969,122.716,0,0,2023,Singapore Grand Prix
HAM,44.0,0.865,24.0,HARD,MEDIUM,33.562,145.716,133.606,0,0,2023,Singapore Grand Prix
RUS,44.0,0.908,24.0,HARD,MEDIUM,30.047,144.887,131.669,0,0,2023,Singapore Grand Prix
BOT,40.0,3.319,40.0,HARD,MEDIUM,30.5,110.101,120.751,0,0,2023,Singapore Grand Prix
VER,16.0,0.0,16.0,MEDIUM,MEDIUM,24.297,101.172,118.025,0,0,2023,Japanese Grand Prix
VER,37.0,0.0,21.0,MEDIUM,HARD,23.672,100.264,116.078,0,0,2023,Japanese Grand Prix
NOR,17.0,8.061,17.0,MEDIUM,HARD,23.531,101.24,118.123,0,0,2023,Japanese Grand Prix
NOR,36.0,15.509,19.0,HARD,HARD,23.202,100.106,116.781,0,0,2023,Japanese Grand Prix
PIA,13.0,4.546,13.0,MEDIUM,HARD,24.374,101.4,133.847,0,1,2023,Japanese Grand Prix
PIA,35.0,5.696,22.0,HARD,HARD,23.093,100.575,117.096,0,0,2023,Japanese Grand Prix
LEC,17.0,2.125,17.0,MEDIUM,MEDIUM,23.062,101.825,117.256,0,0,2023,Japanese Grand Prix
LEC,34.0,4.318,17.0,MEDIUM,HARD,22.827,101.129,115.831,0,0,2023,Japanese Grand Prix
HAM,16.0,2.1189999999999998,16.0,MEDIUM,HARD,24.828,103.793,119.054,0,0,2023,Japanese Grand Prix
HAM,34.0,3.652,18.0,HARD,HARD,23.547,100.853,115.716,0,1,2023,Japanese Grand Prix
SAI,18.0,1.6480000000000001,18.0,MEDIUM,MEDIUM,22.952,101.804,117.366,0,0,2023,Japanese Grand Prix
SAI,38.0,28.315,20.0,MEDIUM,HARD,23.281,101.42,116.164,0,0,2023,Japanese Grand Prix
RUS,24.0,8.886,24.0,MEDIUM,HARD,23.922,101.402,118.114,0,0,2023,Japanese Grand Prix
ALO,11.0,2.013,14.0,SOFT,HARD,24.016,102.32,118.522,0,1,2023,Japanese Grand Prix
ALO,25.0,0.374,14.0,HARD,HARD,24.14,103.68,116.635,0,1,2023,Japanese Grand Prix
OCO,28.0,6.599,27.0,HARD,HARD,23.719,102.901,117.871,0,0,2023,Japanese Grand Prix
GAS,18.0,3.945,18.0,MEDIUM,HARD,24.373,102.948,119.628,0,0,2023,Japanese Grand Prix
GAS,34.0,15.576,16.0,HARD,HARD,24.578,101.378,118.774,0,0,2023,Japanese Grand Prix
LAW,10.0,2.025,10.0,SOFT,MEDIUM,23.031,102.431,118.568,0,0,2023,Japanese Grand Prix
LAW,25.0,2.249,15.0,MEDIUM,HARD,23.578,102.855,118.827,0,1,2023,Japanese Grand Prix
TSU,9.0,1.689,12.0,SOFT,MEDIUM,22.797,102.396,117.38,0,1,2023,Japanese Grand Prix
TSU,30.0,1.4769999999999999,21.0,MEDIUM,HARD,23.265,102.697,118.908,0,0,2023,Japanese Grand Prix
ZHO,10.0,1.995,9.0,SOFT,SOFT,24.077,103.013,118.22,0,1,2023,Japanese Grand Prix
ZHO,29.0,4.845,19.0,SOFT,HARD,24.046,102.733,118.128,0,0,2023,Japanese Grand Prix
HUL,8.0,0.866,8.0,SOFT,MEDIUM,23.484,102.501,119.085,0,1,2023,Japanese Grand Prix
HUL,21.0,0.014,13.0,MEDIUM,HARD,23.562,102.637,120.084,0,0,2023,Japanese Grand Prix
HUL,37.0,3.367,16.0,HARD,MEDIUM,23.343,101.42,118.934,0,0,2023,Japanese Grand Prix
MAG,12.0,0.927,12.0,MEDIUM,HARD,23.734,122.936,138.051,0,0,2023,Japanese Grand Prix
MAG,31.0,2.083,19.0,HARD,HARD,23.765,102.504,118.476,0,0,2023,Japanese Grand Prix
ALB,13.0,7.192,12.0,MEDIUM,SOFT,52.109,110.904,148.318,0,0,2023,Japanese Grand Prix
SAR,5.0,0.642,5.0,MEDIUM,MEDIUM,43.796,104.961,139.442,0,1,2023,Japanese Grand Prix
SAR,21.0,7.249,16.0,MEDIUM,HARD,35.093,103.371,137.039,0,0,2023,Japanese Grand Prix
STR,14.0,7.229,14.0,SOFT,MEDIUM,23.391,121.131,118.13,0,0,2023,Japanese Grand Prix
VER,17.0,0.0,20.0,MEDIUM,MEDIUM,28.234,92.205,111.774,0,0,2023,Qatar Grand Prix
VER,34.0,0.0,20.0,MEDIUM,HARD,28.125,90.996,109.802,0,0,2023,Qatar Grand Prix
VER,51.0,0.0,17.0,HARD,MEDIUM,29.702,90.719,109.948,0,0,2023,Qatar Grand Prix
PIA,12.0,2.955,18.0,MEDIUM,MEDIUM,28.843,93.032,114.427,0,0,2023,Qatar Grand Prix
PIA,25.0,8.224,20.0,MEDIUM,MEDIUM,27.828,92.039,111.305,0,0,2023,Qatar Grand Prix
PIA,43.0,10.28,18.0,MEDIUM,HARD,27.547,90.329,108.973,0,0,2023,Qatar Grand Prix
NOR,13.0,3.309,20.0,MEDIUM,MEDIUM,28.187,92.79,112.778,0,0,2023,Qatar Grand Prix
NOR,27.0,16.661,20.0,MEDIUM,MEDIUM,27.656,91.183,110.045,0,0,2023,Qatar Grand Prix
NOR,44.0,13.192,17.0,MEDIUM,HARD,27.672,89.974,108.429,0,0,2023,Qatar Grand Prix
RUS,14.0,3.685,20.0,MEDIUM,MEDIUM,28.546,92.247,112.143,0,0,2023,Qatar Grand Prix
RUS,32.0,22.432,18.0,MEDIUM,HARD,28.328,90.771,110.101,0,0,2023,Qatar Grand Prix
RUS,50.0,25.553,18.0,HARD,SOFT,28.187,89.945,108.717,0,0,2023,Qatar Grand Prix
LEC,12.0,3.823,20.0,MEDIUM,MEDIUM,28.218,93.651,113.166,0,0,2023,Qatar Grand Prix
LEC,25.0,4.271,20.0,MEDIUM,HARD,27.906,93.572,111.817,0,0,2023,Qatar Grand Prix
LEC,43.0,7.735,18.0,HARD,MEDIUM,27.468,90.705,109.019,0,0,2023,Qatar Grand Prix
ALO,11.0,2.815,16.0,MEDIUM,MEDIUM,28.422,94.065,112.578,0,0,2023,Qatar Grand Prix
ALO,26.0,2.472,20.0,MEDIUM,HARD,28.437,92.539,111.321,0,0,2023,Qatar Grand Prix
ALO,44.0,1.294,18.0,HARD,MEDIUM,28.375,91.812,110.466,0,0,2023,Qatar Grand Prix
OCO,10.0,2.347,17.0,MEDIUM,MEDIUM,28.953,94.408,113.637,0,0,2023,Qatar Grand Prix
OCO,25.0,2.173,20.0,MEDIUM,HARD,28.922,92.909,112.825,0,0,2023,Qatar Grand Prix
OCO,43.0,4.315,18.0,HARD,MEDIUM,29.172,91.198,111.544,0,0,2023,Qatar Grand Prix
BOT,3.0,1.333,6.0,SOFT,MEDIUM,29.984,148.157,146.382,0,1,2023,Qatar Grand Prix
BOT,21.0,1.847,18.0,MEDIUM,HARD,29.422,94.304,112.957,0,0,2023,Qatar Grand Prix
BOT,39.0,1.686,18.0,HARD,HARD,28.937,92.33,111.346,0,0,2023,Qatar Grand Prix
ZHO,18.0,0.433,18.0,MEDIUM,HARD,28.953,94.117,112.731,0,0,2023,Qatar Grand Prix
ZHO,35.0,10.878,17.0,HARD,HARD,28.843,92.795,112.001,0,0,2023,Qatar Grand Prix
ZHO,52.0,9.427,17.0,HARD,SOFT,28.812,90.6,109.166,0,0,2023,Qatar Grand Prix
PER,17.0,3.317,17.0,HARD,MEDIUM,27.781,92.575,112.141,0,0,2023,Qatar Grand Prix
PER,31.0,7.657,20.0,MEDIUM,MEDIUM,33.234,92.015,115.805,0,0,2023,Qatar Grand Prix
PER,43.0,4.568,18.0,MEDIUM,MEDIUM,33.156,90.947,115.416,0,0,2023,Qatar Grand Prix
STR,3.0,1.6909999999999998,11.0,MEDIUM,MEDIUM,28.859,146.047,142.823,0,0,2023,Qatar Grand Prix
STR,21.0,1.418,18.0,MEDIUM,HARD,28.172,95.224,112.111,0,0,2023,Qatar Grand Prix
STR,39.0,1.634,18.0,HARD,MEDIUM,29.391,91.946,111.642,0,1,2023,Qatar Grand Prix
GAS,11.0,1.5550000000000002,18.0,MEDIUM,MEDIUM,28.343,94.153,113.607,0,0,2023,Qatar Grand Prix
GAS,26.0,1.3559999999999999,20.0,MEDIUM,HARD,30.187,92.649,113.855,0,0,2023,Qatar Grand Prix
GAS,44.0,7.984,18.0,HARD,MEDIUM,34.859,91.055,117.415,0,0,2023,Qatar Grand Prix
ALB,18.0,20.058,18.0,MEDIUM,MEDIUM,29.312,93.029,114.278,0,0,2023,Qatar Grand Prix
ALB,31.0,3.408,13.0,MEDIUM,HARD,28.734,92.175,113.955,0,0,2023,Qatar Grand Prix
ALB,44.0,4.455,13.0,HARD,HARD,28.937,92.935,111.58,0,0,2023,Qatar Grand Prix
MAG,3.0,1.768,3.0,SOFT,MEDIUM,28.703,143.995,142.907,0,0,2023,Qatar Grand Prix
MAG,21.0,3.177,18.0,MEDIUM,HARD,28.937,94.049,113.158,0,0,2023,Qatar Grand Prix
MAG,39.0,6.564,18.0,HARD,HARD,30.359,91.105,113.201,0,0,2023,Qatar Grand Prix
TSU,9.0,1.013,9.0,MEDIUM,MEDIUM,27.765,95.106,112.205,0,1,2023,Qatar Grand Prix
TSU,22.0,1.465,13.0,MEDIUM,HARD,27.609,93.639,111.684,0,0,2023,Qatar Grand Prix
TSU,40.0,1.6560000000000001,18.0,HARD,HARD,27.765,92.204,110.609,0,0,2023,Qatar Grand Prix
HUL,13.0,6.063,20.0,MEDIUM,HARD,39.874,96.246,124.996,0,0,2023,Qatar Grand Prix
HUL,27.0,2.871,14.0,HARD,MEDIUM,28.218,94.051,110.937,0,0,2023,Qatar Grand Prix
HUL,39.0,2.8,18.0,MEDIUM,HARD,28.625,92.637,115.759,0,0,2023,Qatar Grand Prix
LAW,3.0,1.448,3.0,SOFT,HARD,29.312,143.644,142.693,0,0,2023,Qatar Grand Prix
LAW,21.0,0.872,18.0,HARD,HARD,28.688,94.906,113.838,0,0,2023,Qatar Grand Prix
LAW,39.0,3.584,18.0,HARD,MEDIUM,28.187,92.688,112.217,0,0,2023,Qatar Grand Prix
SAR,13.0,2.424,13.0,MEDIUM,MEDIUM,29.344,94.911,113.698,0,0,2023,Qatar Grand Prix
SAR,26.0,5.293,13.0,MEDIUM,HARD,29.358,94.588,113.468,0,0,2023,Qatar Grand Prix
VER,16.0,4.645,16.0,MEDIUM,MEDIUM,23.75,102.571,120.701,0,1,2023,United States Grand Prix
VER,35.0,0.0,19.0,MEDIUM,HARD,25.0,101.777,122.166,0,0,2023,United States Grand Prix
NOR,17.0,0.0,17.0,MEDIUM,HARD,24.141,102.594,121.475,0,0,2023,United States Grand Prix
NOR,34.0,3.066,17.0,HARD,HARD,23.374,102.13,120.773,0,0,2023,United States Grand Prix
SAI,17.0,2.893,17.0,MEDIUM,MEDIUM,23.812,103.418,121.5,0,1,2023,United States Grand Prix
SAI,35.0,4.955,18.0,MEDIUM,HARD,23.64,102.067,120.188,0,0,2023,United States Grand Prix
PER,17.0,1.408,17.0,MEDIUM,MEDIUM,24.281,103.567,121.339,0,1,2023,United States Grand Prix
PER,37.0,7.612,20.0,MEDIUM,HARD,23.75,101.956,121.015,0,0,2023,United States Grand Prix
RUS,21.0,5.704,21.0,MEDIUM,HARD,24.328,104.164,122.793,0,0,2023,United States Grand Prix
RUS,39.0,1.167,18.0,HARD,MEDIUM,24.156,102.2,119.773,0,0,2023,United States Grand Prix
GAS,18.0,3.9459999999999997,18.0,MEDIUM,MEDIUM,23.858,103.92,120.632,0,0,2023,United States Grand Prix
GAS,37.0,2.758,19.0,MEDIUM,HARD,24.968,102.377,122.732,0,0,2023,United States Grand Prix
STR,20.0,3.635,20.0,HARD,MEDIUM,24.437,103.805,122.975,0,0,2023,United States Grand Prix
STR,40.0,8.51,20.0,MEDIUM,MEDIUM,23.922,101.931,119.41,0,0,2023,United States Grand Prix
TSU,17.0,4.066,17.0,MEDIUM,HARD,24.359,103.535,122.297,0,0,2023,United States Grand Prix
TSU,34.0,6.482,17.0,HARD,MEDIUM,24.14,102.676,121.787,0,0,2023,United States Grand Prix
TSU,54.0,5.772,20.0,MEDIUM,SOFT,23.5,101.299,122.3,0,0,2023,United States Grand Prix
ALB,10.0,1.465,13.0,MEDIUM,HARD,24.515,103.152,123.675,0,0,2023,United States Grand Prix
ALB,29.0,8.911,19.0,HARD,MEDIUM,24.265,102.913,122.861,0,0,2023,United States Grand Prix
SAR,11.0,0.896,11.0,MEDIUM,HARD,25.016,103.57,124.136,0,0,2023,United States Grand Prix
SAR,32.0,1.178,21.0,HARD,MEDIUM,25.593,103.953,123.196,0,0,2023,United States Grand Prix
HUL,19.0,2.583,19.0,HARD,MEDIUM,26.687,104.796,125.273,0,0,2023,United States Grand Prix
HUL,34.0,9.889,15.0,MEDIUM,MEDIUM,24.359,102.889,121.785,0,0,2023,United States Grand Prix
BOT,10.0,0.618,10.0,MEDIUM,HARD,24.796,104.078,123.57,0,0,2023,United States Grand Prix
BOT,28.0,2.286,18.0,HARD,HARD,25.046,104.289,123.1,0,0,2023,United States Grand Prix
ZHO,9.0,2.493,9.0,MEDIUM,HARD,25.672,103.882,124.238,0,0,2023,United States Grand Prix
ZHO,27.0,1.197,18.0,HARD,HARD,24.734,107.714,124.07,0,0,2023,United States Grand Prix
MAG,10.0,0.925,10.0,MEDIUM,HARD,25.0,104.749,124.946,0,0,2023,United States Grand Prix
MAG,29.0,7.531,19.0,HARD,MEDIUM,24.75,104.007,123.839,0,0,2023,United States Grand Prix
RIC,22.0,3.2,22.0,MEDIUM,HARD,24.358,104.235,123.516,0,0,2023,United States Grand Prix
RIC,47.0,2.454,25.0,HARD,SOFT,26.484,103.929,126.471,0,0,2023,United States Grand Prix
ALO,19.0,1.561,19.0,MEDIUM,MEDIUM,25.187,103.648,122.272,0,0,2023,United States Grand Prix
ALO,42.0,9.315,23.0,MEDIUM,HARD,24.828,102.303,121.406,0,0,2023,United States Grand Prix
HAM,20.0,0.0,20.0,MEDIUM,HARD,24.952,103.773,123.034,0,0,2023,United States Grand Prix
HAM,38.0,0.0,18.0,HARD,MEDIUM,24.624,102.192,120.679,0,0,2023,United States Grand Prix
LEC,23.0,0.0,23.0,MEDIUM,HARD,23.984,103.57,122.894,0,0,2023,United States Grand Prix
